species	chemical	frequency	pmid
Rhamalina intermedia	dexamethasone	100	36840433, 33840368, 33302557, 33001453, 30673914, 30417404, 30362589, 29359976, 29195115, 26858577, 30101114, 23901591, 23663085, 23331700, 22765372, 22029818, 21457320, 20063825, 17951528, 17669045, 16955827, 15742701, 15657280, 12530684, 11307038, 11172463, 10048560, 9578778, 9215417, 9014846, 8809306, 8531185, 7588422, 7887510, 8163420, 1650504, 2844949, 3126032, 2833553, 2833479, 3330656, 2831126, 3015556, 6526605, 6276137, 487400, 200361, 178449, 4299876
Rhamalina intermedia	polyphenol	11	36835279, 36364694, 35861776, 35281303, 28938495, 27706097, 26604595, 26447754, 20877203, 15895519
Rhamalina intermedia	hesperidin	6	36835279, 19791506
Rhamalina intermedia	fatty acid	34	36835279, 36828423, 32058159, 28602867, 25340203, 25145444, 23243093, 22058324, 21409355, 19654360, 19643905, 18984708, 17898515, 17889698, 17530390, 16438367, 11518336, 30823070, 11249018, 9353030, 16887563, 9172861, 7772295, 2723424
Rhamalina intermedia	sphingomyelins	1	36828423
Rhamalina intermedia	lysophosphatidylcholines	1	36828423
Rhamalina intermedia	phosphatidylcholine d18	1	36828423
Rhamalina intermedia	amide	10	36828423, 8977395, 1327951, 2847955, 3666421, 3007691, 6318146
Rhamalina intermedia	choline	16	36828423, 35180220, 34707622, 23462381, 22027681, 21094694, 16540172, 16458340, 15926888, 8828489, 3227918
Rhamalina intermedia	hypochlorous acid	3	36803460, 1398963
Rhamalina intermedia	sodium hypochlorite	30	36803460, 36295072, 35829773, 35592523, 33932297, 33353919, 32779539, 36814951, 28276583, 24494267, 23924881, 23631116, 19884734, 18278298, 17014526, 15917691, 14716261, 12193270, 11482142, 8596073
Rhamalina intermedia	hocl	13	36803460
Rhamalina intermedia	hydrochloric acid	1	36803460
Rhamalina intermedia	sulfide	27	36781937, 27430211, 26707733, 26604572, 25263382, 23107050, 21386213, 14761124, 10635291, 24192935
Rhamalina intermedia	hydrogen sulfide	26	36781937, 24918364, 22368259, 22368239, 21160219, 19905954, 19832801, 18712174, 15380777
Rhamalina intermedia	h2s	20	36781937, 35935717, 32950726, 28987726, 25353947, 24918364, 18712174, 17142362, 15548301
Rhamalina intermedia	methyl mercaptan	11	36781937, 31537147, 30530235, 28033374, 22368239, 21160219, 19018029, 18712174, 15380777, 12090455
Rhamalina intermedia	ch3sh	10	36781937, 35935717, 28987726, 18712174
Rhamalina intermedia	magnesium oxide	2	36770464
Rhamalina intermedia	mgo	8	36770464
Rhamalina intermedia	magnesium hydroxide	1	36770464
Rhamalina intermedia	carbonyl cyanide 3-chloro phenyl hydrazone	2	36768429
Rhamalina intermedia	colistin	3	36768429
Rhamalina intermedia	verapamil	3	36768429, 21590705, 6286948
Rhamalina intermedia	reserpine	15	36768429, 3161619, 573249, 719724, 62625, 4560618
Rhamalina intermedia	phe-arg beta-naphthylamide dihydrochloride	1	36768429
Rhamalina intermedia	pabetan	2	36768429
Rhamalina intermedia	co-cccp	3	36768429
Rhamalina intermedia	trephine	1	36750299
Rhamalina intermedia	cmb-fb	5	36748598
Rhamalina intermedia	menaquinones	2	36748598, 9330307
Rhamalina intermedia	mk-9(h4)	1	36748598
Rhamalina intermedia	mk-9(h8)	1	36748598
Rhamalina intermedia	phosphatidylethanolamine	5	36748598, 35435503, 31661044, 22771683, 9657321
Rhamalina intermedia	aminolipids	3	36748598, 32195650, 22771683
Rhamalina intermedia	diamino acid	1	36748598
Rhamalina intermedia	meso-diaminopimelic acid	1	36748598
Rhamalina intermedia	iso-c16	1	36748598
Rhamalina intermedia	equine	2	36745973
Rhamalina intermedia	corticosteroid	1	36735505
Rhamalina intermedia	carbonyl-iron	1	36700398
Rhamalina intermedia	sesquiterpene lactones	2	36688708
Rhamalina intermedia	laurenolide a	1	36688708
Rhamalina intermedia	laurenolide b	1	36688708
Rhamalina intermedia	palmitic acid	2	36688708, 12901659
Rhamalina intermedia	(r,r)-hexahydrofarnesyl acetone	1	36688708
Rhamalina intermedia	trans-phytol acetate	1	36688708
Rhamalina intermedia	cholesterol	109	36688708, 33895071, 31545933, 29728099, 28380523, 25395219, 22385543, 21671375, 21646780, 21576933, 21526074, 21402483, 21375559, 21236288, 20625038, 20532993, 19792846, 19215610, 18582336, 17474893, 17282553, 17039515, 16953818, 15754498, 15461364, 12901659, 12378195, 12270786, 11713235, 11577954, 10868350, 10563901, 9774620, 9622286, 14653451, 9239883, 8059070, 8419946, 1342686, 2712866
Rhamalina intermedia	cholesteryl acetate	1	36688708
Rhamalina intermedia	cholesteryl heptadecanoate	1	36688708
Rhamalina intermedia	chloroform	16	36688708, 28367899, 22965366, 21392048, 21163008, 17459621, 12753913, 10554141, 10221419, 18576369, 6341403, 932520
Rhamalina intermedia	cetylpyridinium chloride	24	36656051, 33600092, 31171824, 26478974, 25986950, 25263382, 24024983, 23368885, 23289803, 23039819, 21743410, 18795647, 12716335
Rhamalina intermedia	zinc lactate	2	36656051, 12716335
Rhamalina intermedia	zn	45	36656051, 33837744, 33402424, 32934288, 32449450, 31671566, 31061264, 29980710, 28818403, 28626614, 15958206, 15488590, 12809284, 11787992, 2316381, 3811987, 808939
Rhamalina intermedia	chx	17	36656051, 33883328, 33774716, 33147687, 31198338, 30607228, 28755761, 28276583, 28067105, 18438556, 17335366, 16997123, 15917691
Rhamalina intermedia	ita	9	36647190, 36570759
Rhamalina intermedia	cortisol	332	36641787, 35219029, 34028083, 33804751, 33092182, 33001453, 32942194, 32824027, 31431311, 31205630, 31002090, 30673914, 30362899, 30362589, 30289445, 29359976, 29195115, 28378841, 27805438, 27345307, 26860336, 25574364, 24918364, 24036419, 22765372, 22717182, 22628286, 22092639, 18540997, 17669045, 17608814, 17170085, 17065386, 16955827, 16403502, 16115743, 15890786, 15742701, 15657280, 15560872, 15205376, 12965092, 11399903, 11307038, 11172463, 11051043, 10964021, 10750038, 10682389, 10072140, 10048560, 9626747, 9530123, 9487998, 9300369, 9215417, 9063651, 9038252, 9014846, 8994389, 8897855, 8770892, 8664981, 7490527, 8536939, 7669224, 7768707, 7738473, 7772234, 7621678, 7887510, 7883141, 7977858, 8067621, 8163420, 8172423, 8116170, 8262355, 8277224, 8387700, 1650504, 2786607, 2539971, 2844949, 3126032, 2833553, 2833479, 3330656, 2831126, 24233334, 3015556, 3021563, 7217835, 6912095, 6268377, 6244687, 62625, 165061
Rhamalina intermedia	ephedrine hydrochloride	1	36641108
Rhamalina intermedia	pseudoephedrine hydrochloride	1	36641108
Rhamalina intermedia	hydrochloride	1	36641108
Rhamalina intermedia	zinc oxide	12	36640857, 27058704, 28959316, 18438556, 7595152, 8289021, 4525412, 4530592
Rhamalina intermedia	phosphate	23	36640857, 35151750, 34162916, 31547348, 29943369, 26414446, 30722547, 23631116, 21160219, 17299948, 17263560, 12753913, 11980445, 9654126, 3887747, 6730304, 1233839
Rhamalina intermedia	pbs	16	36640857, 35711800, 32763436, 32537122, 29410255, 18565108, 12906886, 11482142, 1464279, 2345728
Rhamalina intermedia	carbohydrates	25	36625459, 35791444, 33887125, 31889858, 30580057, 29195115, 29172109, 24581360, 24033478, 11347302, 10563901, 10189832, 12769970, 8708939, 7686781, 8478088, 1408358, 1593964, 1726544, 2998173, 572903
Rhamalina intermedia	pergolide mesylate	17	36572900, 36162625, 35477010, 31082785, 29900762, 29081583, 28190613, 27301465, 26858577, 30101114, 25629913, 23331700, 20949429
Rhamalina intermedia	acetamiprid	9	36565686
Rhamalina intermedia	linalool	25	36565292, 35884108, 35684332, 35408552, 34770856, 34684738, 32397385, 31349556, 30504672, 29948128, 29781303, 26106980, 23571329, 23306202, 23157020, 16374716
Rhamalina intermedia	z-beta-ocimene	1	36565292
Rhamalina intermedia	borneol	13	36565292, 36271988, 35408552, 34684738, 31349556, 30504672, 23058847, 20621795
Rhamalina intermedia	lavandulol	10	36565292, 35408552, 34672410, 25998527, 23306202
Rhamalina intermedia	linalyl acetate	13	36565292, 35884108, 35684332, 34684738, 32397385, 31349556, 30504672, 26106980
Rhamalina intermedia	iaa	3	36560955, 34573349
Rhamalina intermedia	oxoglutaric acid	4	36560955
Rhamalina intermedia	l-aspartic acid	4	36560955
Rhamalina intermedia	l-glutamic acid	4	36560955
Rhamalina intermedia	gaba	202	36560955, 28626614, 25387289, 30634243, 20551618, 19895397, 15966886, 10698184, 9671279, 9406433, 9098553, 8725307, 9045093, 7588269, 7803185, 7927650, 8229191, 1377715, 1312137, 1372061, 19912829, 1717055, 1850060, 2165430, 1702192, 2598044, 2706501, 3033417, 2952856, 3801932, 3026578, 2433003, 3012409, 3008038, 3021044, 3000738, 6502189, 6383515, 6329387, 6828152, 6314776, 6289132, 6952219, 683475
Rhamalina intermedia	l-asparagine	6	36560955, 29535699
Rhamalina intermedia	fumaric acid	5	36560955
Rhamalina intermedia	methicillin	8	36556459, 33117325, 29123174, 23876272
Rhamalina intermedia	piperacillin-tazobactam	5	36551346
Rhamalina intermedia	porphyromona	1	36551346
Rhamalina intermedia	polycaprolactone	2	36547540
Rhamalina intermedia	chlorohexidine	1	36547540
Rhamalina intermedia	pcl	3	36547540
Rhamalina intermedia	porphyrins	14	36529123, 27552307, 27441707, 26216344, 21198645, 15793117, 12007648, 11075959, 6309395
Rhamalina intermedia	protoporphyrin ix	11	36529123, 28457849, 27552307, 26662717, 12007648, 11075959, 9006012, 7740086, 1400984
Rhamalina intermedia	zn-protoporphyrin ix	2	36529123
Rhamalina intermedia	haematoporphyrin	2	36529123
Rhamalina intermedia	chlorophyll	11	36529123, 36167972, 32551203, 31170915, 28222124, 22263463, 17203432, 11540705
Rhamalina intermedia	protoporphyrin	3	36529123, 8810530, 3741680
Rhamalina intermedia	resolvin d5	1	36518468
Rhamalina intermedia	mmc	2	36500223
Rhamalina intermedia	mtt	19	36500223, 36398568, 36049430, 35986029, 35954001, 34451574, 33429945, 31301809, 31269072, 30835567, 30118806, 29943369, 27344148, 26122212, 24069055, 23848206, 23487431, 21821331, 9759015
Rhamalina intermedia	quercetin	18	36500223, 36496571, 29740324, 28990237, 24040572, 18635332, 14733497, 16656751
Rhamalina intermedia	gallic acid	7	36500223, 28990237, 28330226, 27021984, 19844825, 8904847, 5526885
Rhamalina intermedia	caffeic	1	36500223
Rhamalina intermedia	p-coumaric acid	1	36500223
Rhamalina intermedia	kaempferol	13	36500223, 22769443, 18635332, 8904847, 16656751
Rhamalina intermedia	artepillin c	1	36500223
Rhamalina intermedia	tetracycline	193	36497685, 35884141, 35004349, 34637255, 33003527, 28257106, 30695540, 27585669, 27563508, 27078876, 26121972, 25935303, 23162335, 22890195, 20670687, 20600224, 19839485, 18326855, 18279182, 17530037, 17218940, 17064394, 16887668, 16448937, 16268997, 15998275, 15902062, 15367191, 15142209, 15016019, 14687228, 14557000, 12886961, 12578320, 12445225, 11895543, 11808376, 11791868, 11600394, 11490400, 11488856, 11480243, 11442847, 11268114, 11089368, 10932905, 10768009, 10476893, 9989643, 9988340, 9797247, 9706861, 9372425, 8959563, 9028255, 8915018, 8794965, 8724711, 8739165, 8667133, 8583019, 7473013, 7730961, 7853125, 7478767, 8083788, 29539759, 29539756, 8410617, 8410615, 8324137, 8463936, 1624474, 1324301, 1832458, 1832457, 2037354, 2050897, 2050896
Rhamalina intermedia	erythromycin	33	36497685, 32927692, 30667163, 23224675, 21763894, 20600224, 17286127, 16887668, 16261393, 16087299, 14687228, 12886961, 12791886, 12615878, 12445225, 11895543, 11450882, 10730378, 10543769, 9797247
Rhamalina intermedia	azithromycin	79	36497685, 33934384, 33003527, 32763436, 31292965, 30667163, 27127325, 24534490, 23659420, 23224675, 22890195, 22571226, 22445846, 22324488, 21417585, 20572765, 19839485, 19722790, 17530037, 16268997, 15998275, 14687228, 10543769, 10508011
Rhamalina intermedia	moxifloxacin	12	36497685, 28638241, 26002454, 24444257, 20151809, 18447205, 15757581
Rhamalina intermedia	amoxicillin metronidazole	1	36497685
Rhamalina intermedia	asparagine	4	36496836, 2260977, 228277
Rhamalina intermedia	citrulline	4	36496836, 32582191, 24068934
Rhamalina intermedia	cysteine	32	36496836, 32950726, 31913843, 30980081, 27488102, 25263382, 23751278, 22368239, 21160219, 19905954, 18353326, 21386161, 17993455, 12679085, 12625826, 12589956, 9989383, 9354029, 547560
Rhamalina intermedia	glutamine	3	36496836, 1531376
Rhamalina intermedia	amino	1	36496836
Rhamalina intermedia	phenolic	2	36496571, 31450985
Rhamalina intermedia	flavonols	3	36496571, 27563508, 16656751
Rhamalina intermedia	kaempferol glycosides	1	36496571
Rhamalina intermedia	hydroxycinnamic acid	1	36496571
Rhamalina intermedia	vitexin	1	36496571
Rhamalina intermedia	vicenin	1	36496571
Rhamalina intermedia	lignan	19	36496571, 34806721, 33095000, 27160378, 18030664, 15575593, 11423139, 8910615, 11536516, 2037574, 2222424
Rhamalina intermedia	isolariciresinol	1	36496571
Rhamalina intermedia	flavones	2	36496571, 8904847
Rhamalina intermedia	alphaalpha	4	36466428
Rhamalina intermedia	biflavonoid	1	36445575
Rhamalina intermedia	naphthoquinones	2	36430196, 10725172
Rhamalina intermedia	2''-o-galloyl hyperoside	1	36430196
Rhamalina intermedia	statins	1	36416468
Rhamalina intermedia	simvastatin	9	36416468
Rhamalina intermedia	atorvastatin	1	36416468
Rhamalina intermedia	pravastatin	1	36416468
Rhamalina intermedia	rosuvastatin	1	36416468
Rhamalina intermedia	cyclotrimethylenetrinitramine	1	36383257
Rhamalina intermedia	al	23	36383257, 36284947, 31061264, 28818403, 22680302, 18400025, 15211927, 10914792, 9526910, 9073489, 9126624, 1337374
Rhamalina intermedia	n-no2	1	36383257
Rhamalina intermedia	h2	4	36383257, 9734021, 9336899
Rhamalina intermedia	n2	16	36383257, 24817095, 22265297, 11800436, 9734021
Rhamalina intermedia	h2o	8	36383257, 17299948, 7853124, 2955585
Rhamalina intermedia	doxorubicin	3	36364694, 33429945
Rhamalina intermedia	mangiferin	9	36364694, 33429945, 19791506, 16949333, 16927447, 12785172
Rhamalina intermedia	doxorubic	1	36364694
Rhamalina intermedia	dox	18	36364694, 33429945, 30218737, 16499715, 15943770
Rhamalina intermedia	ta	2	36339567, 24564835
Rhamalina intermedia	alphaalphaalphaalpha159	2	36326959
Rhamalina intermedia	mlpa	1	36326959
Rhamalina intermedia	erythroferrone	8	36322932, 34777785, 27519943, 26276665, 24880340
Rhamalina intermedia	sulfur	56	36301704, 34392403, 32579519, 31838294, 31537147, 28674708, 27753430, 27694441, 27542742, 27430211, 26707733, 26604572, 25353947, 24918364, 23107050, 22368259, 22368239, 21160219, 20970324, 20572919, 20512389, 20173005, 20155507, 21386208, 19905954, 18436598, 17142362, 15680626, 15466547, 10635291, 9644202
Rhamalina intermedia	naocl	76	36295072, 35829773, 35592523, 33932297, 33819769, 33353919, 36814951, 28276583, 24583092, 30708774, 22794217, 30731681, 19884734, 18278298, 17014526, 15917691, 14716261, 12193270, 11482142
Rhamalina intermedia	trans retinoic acid	1	36278522
Rhamalina intermedia	atra	2	36278522
Rhamalina intermedia	bornyl diphosphate	4	36271988
Rhamalina intermedia	libpps	7	36271988
Rhamalina intermedia	monoterpene	14	36271988, 34672410, 31927660, 31776766, 29948128, 28258552, 25998527, 23918183, 22592779
Rhamalina intermedia	bpp	2	36271988
Rhamalina intermedia	terpenoid	1	36271988
Rhamalina intermedia	urea	23	36258980, 36118716, 29098561, 28809955, 18581145, 18310868, 16005484, 15986071, 15461364, 15033997, 12770322, 8549992, 8478088, 1408358, 2808414, 3942130, 3929669, 7173395, 7104238, 446880, 667361
Rhamalina intermedia	creatinine	56	36258980, 36147168, 36118716, 27809710, 26802257, 26596972, 26365703, 25237470, 23599881, 23235469, 22705193, 20591753, 18581145, 18310868, 15657280, 15002063, 12605659, 12586020, 11172463, 10682389, 9487998, 7621678, 2844949
Rhamalina intermedia	cr	35	36258980, 33819769, 31261945, 31111123, 31061264, 28818403, 26802257, 25879057, 24748334, 18360673, 15488590, 14708086, 11002412
Rhamalina intermedia	uric acid	10	36258980, 32427352, 28270645, 26365703, 18581145, 18310868, 15461364, 12770322
Rhamalina intermedia	ua	3	36258980, 34669249
Rhamalina intermedia	calcium	216	36258980, 35322425, 32871121, 32780228, 32188868, 31230388, 30772686, 29350657, 28801997, 27256348, 26802257, 26707733, 25621166, 25002928, 24314836, 23462381, 27820156, 21590705, 20513182, 19523399, 19456350, 19410352, 18310868, 18047553, 17912965, 17277428, 16943495, 16464653, 16339698, 15820939, 15466547, 15461364, 15233478, 12450517, 11781142, 11347302, 11089368, 10832097, 10495708, 10023807, 9886821, 9685212, 9681504, 9406433, 9048597, 8828489, 31159075, 8731436, 8843651, 7642257, 7722064, 7824080, 8026357, 1322227, 1323666, 1855455, 1857370, 1815265, 1797265, 2165430, 2323131, 2319302, 2181078, 3179442, 2854222, 2850536, 2463328, 2453981, 3666418, 30965482, 30965479, 3584418, 2433003, 3776097, 2426390, 2423930, 3711276, 3514253, 3021266, 4019734, 2579351, 6485634, 6234951, 6746463, 6713505, 6525622, 6194867, 6850745, 6826697, 6673790, 6286948, 7127406, 7127405, 6177419, 7341768, 7471174, 7285100, 6276813, 7252881, 7438194, 7397761, 476809, 13475630
Rhamalina intermedia	magnesium	18	36258980, 34634338, 19799627, 19455508, 9549922, 7127406, 7127405, 6177419, 7341768, 7471174, 808939, 13475630
Rhamalina intermedia	deferoxamine	66	36258980, 29770904, 29737522, 28316434, 27019793, 26893541, 26802257, 26670754, 26044060, 25809173, 24294523, 23775258, 23329319, 22480740, 25390172, 21494197, 20524815, 20524812, 20007138, 17019100, 15561674, 15153710, 8695819, 8847800, 7655028, 8374574, 1864209, 2596550, 2735804
Rhamalina intermedia	5-fluorouracil	4	36245273, 30468900, 26750739
Rhamalina intermedia	5-fu	7	36245273, 30468900, 26750739
Rhamalina intermedia	5fu	11	36245273, 26750739
Rhamalina intermedia	hn019	2	36245273
Rhamalina intermedia	carrageenan	7	36218108, 32450322, 22008877, 21878381
Rhamalina intermedia	histamine	24	36218108, 32450322, 31766608, 26474948, 22051631, 19041422, 18045636, 17559797, 11740732, 10928970, 10869492, 9180180, 196231, 13323
Rhamalina intermedia	acetic acid	18	36218108, 32450322, 30841424, 30119626, 29098561, 25340203, 21323467, 17395190, 9354029, 6131742, 7134648, 6181492, 231893
Rhamalina intermedia	cis40-11	7	36201884
Rhamalina intermedia	water	621	36167972, 36126528, 36086950, 36053007, 35756019, 35546578, 35385767, 35171635, 35029822, 34940920, 34810891, 34560619, 34558048, 34212597, 34167373, 33932297, 33918622, 33916866, 33736731, 33524833, 33512709, 33356334, 33353919, 33147687, 33131059, 33056783, 32971454, 32945738, 32780228, 32779539, 32608777, 32404411, 32397385, 32396981, 32188868, 32057978, 32015752, 31967578, 31854793, 31712639, 31143001, 30841424, 30790958, 30692740, 30485074, 30456007, 30427122, 30421005, 30419384, 30356383, 29966744, 29906766, 29883945, 29535699, 29487605, 29388846, 29306935, 28892684, 28850917, 28842339, 28818541, 28815692, 28707658, 28602867, 28578027, 28559913, 28264330, 28222124, 27790459, 29242687, 27312988, 27287170, 26655950, 26250260, 26139184, 26132850, 26101061, 26053503, 25879057, 25720134, 25674314, 25605993, 25601508, 25263382, 24918364, 24898412, 24839970, 24738759, 24548277, 30708774, 24461411, 24252501, 24252323, 24159688, 24040572, 24026448, 23924881, 23564226, 30722242, 23441850, 23341918, 23316683, 23246765, 23029303, 22812456, 22789022, 22710412, 22628286, 22517239, 27137641, 22066982, 22017124, 21972936, 30731681, 23572799, 21922330, 21811692, 21465337, 21417585, 21309717, 21263744, 21206931, 21180677, 21112536, 21075896, 20821595, 20733264, 20673687, 20607056, 20434752, 20412864, 20381790, 20375478, 20067800, 20047673, 20036006, 19924859, 19814715, 19768984, 19540450, 19491491, 18833998, 18760550, 18438556, 18046804, 17850847, 17727652, 17707882, 17526882, 17461433, 17395190, 16997123, 16967767, 16953177, 16943495, 16856899, 16690204, 16678337, 16677782, 16429180, 16403502, 16220801, 16139360, 16009398, 15990152, 15947209, 15895519, 15882210, 15840783, 15763727, 15680626, 15615828, 15491347, 15488590, 15370044, 15143030, 15139914, 14988098, 12901659, 12849967, 12586169, 12540221, 12450517, 12396352, 12216503, 12193270, 12016436, 12005141, 11980445, 11955785, 11932006, 11800392, 11708751, 11542338, 11520878, 11518336, 30823070, 11447173, 11399903, 11347302, 11002412, 10979606, 10959101, 10554143, 10554141, 10563901, 10221419, 26911496, 9949496, 30845451, 9673676, 29991161, 9354029, 9353030, 12769970, 9063651, 9061446, 9056405, 9429611, 8926765, 9161450, 16031843, 8524965, 7977858, 7853124, 8059070, 8549992, 8126201, 24202474, 8397430, 7941909, 1328062, 24192935, 1599251, 1528635, 1308748, 16348551, 2057871, 1830776, 2151495, 2150143, 2333736, 2220165, 28311196, 2750315, 2483062, 3267021, 3390712, 2453981, 3358845, 3239284, 24233334, 3629965, 3435220, 3710318, 3021266, 4084381, 3836607, 6524147, 6475378, 6742988, 6713505, 6525622, 6651127, 6880742, 6850745, 6673790, 6412984, 7134648, 6800644, 7127406, 7127405, 6177419, 7341768, 7020335, 7471174, 7285100, 7456631, 7438194, 7397761, 7357592, 547560, 357643, 657240, 305549, 751337, 862818, 870104, 322743, 837462, 59583, 1089664, 1158102, 5430991, 19868074
